District_Name,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Farm_Size_Acres
Kolhapur,145,60,70,6,1129.522836,30,47.99805074
Kolhapur,150,60,70,6,1202.484752,30,11.89210306
Kolhapur,100,40,75,6.5,297.7901842,35,56.42426846
Kolhapur,105,40,75,6.5,1135.723415,35,25.44473302
Kolhapur,110,40,75,6.5,1401.701134,35,97.73738795
Kolhapur,115,40,75,6.5,471.2873957,35,79.86151306
Kolhapur,120,40,75,6.5,1970.396833,35,41.88621396
Kolhapur,125,40,75,6.5,1847.206078,35,15.98278461
Kolhapur,130,40,75,6.5,1987.584071,35,78.74783742
Kolhapur,135,40,75,6.5,848.5705649,35,13.08332294
Kolhapur,140,40,75,6.5,1680.138481,35,19.7440416
Kolhapur,145,40,75,6.5,791.7242898,35,21.94053126
Kolhapur,150,40,75,6.5,1548.433233,35,56.13217319
Kolhapur,100,45,50,6,1906.093609,25,78.91860875
Kolhapur,105,45,50,6,479.0371093,25,32.11717299
Kolhapur,110,45,50,6,452.5757701,25,9.382311613
Kolhapur,115,45,50,6,387.9280888,25,46.98930789
Kolhapur,120,45,50,6,1637.031376,25,75.06291387
Kolhapur,125,45,50,6,1399.940489,25,22.94472047
Kolhapur,130,45,50,6,1140.167286,25,22.77253026
Kolhapur,135,45,50,6,1593.042777,25,94.77547571
Kolhapur,140,45,50,6,1729.86172,25,95.46121898
Kolhapur,145,45,50,6,1909.151173,25,99.05610747
Kolhapur,150,45,50,6,562.2518893,25,80.95830056
Kolhapur,100,50,55,6.5,995.0179274,30,19.63023275
Kolhapur,105,50,55,6.5,1861.424015,30,21.98617056
Kolhapur,110,50,55,6.5,1030.382675,30,34.68229891
Kolhapur,115,50,55,6.5,1077.779043,30,32.4951206
Kolhapur,120,50,55,6.5,1896.401415,30,95.69624716
Kolhapur,125,50,55,6.5,1522.417332,30,79.11832431
Kolhapur,130,50,55,6.5,1193.686687,30,72.67687042
Kolhapur,135,50,55,6.5,843.1151576,30,19.41035918
Kolhapur,140,50,55,6.5,1847.629044,30,91.04303038
Kolhapur,145,50,55,6.5,216.0893059,30,82.95916757
Kolhapur,150,50,55,6.5,777.8111565,30,17.20054229
Kolhapur,100,55,60,7,1902.931684,35,87.24586286
Kolhapur,105,55,60,7,1096.766834,35,27.9525061
Kolhapur,110,55,60,7,1322.93834,35,9.006104837
Kolhapur,115,55,60,7,1158.708075,35,66.02540834
Kolhapur,120,55,60,7,915.2492685,35,65.72666128
Kolhapur,125,55,60,7,1397.508391,35,10.39826895
Kolhapur,130,55,60,7,1579.654508,35,32.56632908
Kolhapur,135,55,60,7,855.9674873,35,99.28863176
Kolhapur,140,55,60,7,1262.938608,35,68.16424003
Kolhapur,145,55,60,7,348.9646609,35,73.27744149
Kolhapur,150,55,60,7,1185.676247,35,22.07881127
Kolhapur,100,60,65,7.5,1545.949337,25,8.799425029
Kolhapur,105,60,65,7.5,1253.438912,25,28.41326728
Kolhapur,110,60,65,7.5,1781.205734,25,25.64094013
Kolhapur,115,60,65,7.5,715.147737,25,24.21986597
Kolhapur,120,60,65,7.5,1085.160926,25,20.08267787
Kolhapur,125,60,65,7.5,357.4639151,25,57.90081337
Kolhapur,130,60,65,7.5,1460.037643,25,33.48224411
Kolhapur,135,60,65,7.5,997.2047209,25,82.21415649
Kolhapur,140,60,65,7.5,1154.657854,25,19.21079437
Kolhapur,145,60,65,7.5,431.1103937,25,46.99808002
Kolhapur,150,60,65,7.5,1995.233287,25,2.352125806
Kolhapur,100,40,70,6,1589.456048,30,48.68654992
Kolhapur,105,40,70,6,921.1335919,30,6.527983867
Kolhapur,110,40,70,6,1225.927491,30,97.79462768
Kolhapur,115,40,70,6,1313.690849,30,79.26862074
Kolhapur,120,40,70,6,1929.378855,30,49.52103619
Kolhapur,125,40,70,6,1583.099498,30,9.57214846
Kolhapur,130,40,70,6,829.4002744,30,59.65209864
Kolhapur,135,40,70,6,1959.870275,30,76.11761132
Kolhapur,140,40,70,6,743.2333541,30,19.88100805
Kolhapur,145,40,70,6,1238.502917,30,57.25262574
Kolhapur,150,40,70,6,1461.201821,30,81.60687894
Kolhapur,100,45,75,6.5,688.0264263,35,77.05652999
Kolhapur,105,45,75,6.5,1921.44997,35,80.49620977
Kolhapur,110,45,75,6.5,588.9978241,35,88.05301906
Kolhapur,115,45,75,6.5,995.191803,35,93.83052811
Kolhapur,120,45,75,6.5,523.771943,35,41.14659437
Kolhapur,125,45,75,6.5,1774.97757,35,57.30814115
Kolhapur,130,45,75,6.5,598.8821961,35,79.27529308
Kolhapur,135,45,75,6.5,262.5345798,35,70.01684158
Kolhapur,140,45,75,6.5,270.0927246,35,99.5565026
Kolhapur,145,45,75,6.5,944.7560757,35,2.354087459
Kolhapur,150,45,75,6.5,1140.999696,35,36.15818832
Kolhapur,100,50,50,7,274.9495371,25,28.8217647
Kolhapur,105,50,50,7,367.1576236,25,26.96926917
Kolhapur,110,50,50,7,375.4333181,25,23.03044847
Kolhapur,115,50,50,7,1403.302313,25,71.20326024
Kolhapur,120,50,50,7,739.6670369,25,9.391187854
Kolhapur,125,50,50,7,1212.630776,25,74.41927456
Kolhapur,130,50,50,7,332.6527479,25,69.64915836
Kolhapur,135,50,50,7,1805.808009,25,25.82960912
Kolhapur,140,50,50,7,747.9798832,25,26.03054453
Kolhapur,145,50,50,7,1600.761302,25,63.25719795
Kolhapur,150,50,50,7,1688.065528,25,76.45493944
Kolhapur,100,55,55,7.5,1978.235547,30,87.7720757
Kolhapur,105,55,55,7.5,1533.870027,30,85.36181682
Kolhapur,110,55,55,7.5,997.0499866,30,96.52341642
Kolhapur,115,55,55,7.5,474.7300695,30,58.55710464
Kolhapur,120,55,55,7.5,286.170012,30,90.95690057
Kolhapur,125,55,55,7.5,1795.267671,30,81.04281405
Kolhapur,130,55,55,7.5,1003.994105,30,89.57209481
Kolhapur,135,55,55,7.5,1549.934624,30,2.151033527
Kolhapur,140,55,55,7.5,1093.394865,30,96.62439619
Kolhapur,145,55,55,7.5,1783.396059,30,47.87948612
Kolhapur,150,55,55,7.5,1549.397616,30,80.02011597
Kolhapur,100,60,60,6,353.8239668,35,13.59320781
Kolhapur,105,60,60,6,1553.86443,35,40.19816849
Kolhapur,110,60,60,6,680.2654677,35,27.87460564
Kolhapur,115,60,60,6,1591.501181,35,29.87421828
Kolhapur,120,60,60,6,1907.327002,35,13.20230638
Kolhapur,125,60,60,6,1874.237976,35,80.77061942
Kolhapur,130,60,60,6,425.0004184,35,1.914989144
Kolhapur,135,60,60,6,298.4100306,35,31.93804024
Kolhapur,140,60,60,6,1598.566952,35,18.26664378
Kolhapur,145,60,60,6,1477.931082,35,59.31485512
Kolhapur,150,60,60,6,517.1104586,35,26.17098786
Kolhapur,100,40,65,6.5,1432.2212,25,26.640847
Kolhapur,105,40,65,6.5,227.8781586,25,49.34547626
Kolhapur,110,40,65,6.5,1336.091753,25,65.61621489
Kolhapur,115,40,65,6.5,1698.150001,25,13.00916575
Kolhapur,120,40,65,6.5,1355.310202,25,18.37563379
Kolhapur,125,40,65,6.5,317.7135573,25,25.47029971
Kolhapur,130,40,65,6.5,1983.750267,25,97.4010732
Kolhapur,135,40,65,6.5,840.9646624,25,40.31809749
Kolhapur,140,40,65,6.5,884.8607448,25,60.30001897
Kolhapur,145,40,65,6.5,352.5524072,25,24.91273846
Kolhapur,150,40,65,6.5,500.811827,25,49.55549299
Kolhapur,100,45,70,7,688.1164283,30,8.337798264
Kolhapur,105,45,70,7,1638.564265,30,4.439472446
Kolhapur,110,45,70,7,1445.147854,30,47.40461916
Kolhapur,115,45,70,7,1250.567894,30,40.46726946
Kolhapur,120,45,70,7,1755.007786,30,14.55115165
Kolhapur,125,45,70,7,1996.049342,30,69.07254146
Kolhapur,130,45,70,7,892.5940248,30,99.2974456
Kolhapur,135,45,70,7,904.2021704,30,40.1690353
Kolhapur,140,45,70,7,1524.960876,30,62.83130496
Kolhapur,145,45,70,7,1359.82789,30,96.33461829
Kolhapur,150,45,70,7,224.1082062,30,83.32196227
Kolhapur,100,50,75,7.5,1379.769149,35,46.89167011
Kolhapur,105,50,75,7.5,1495.295102,35,74.01145896
Kolhapur,110,50,75,7.5,1974.685866,35,13.68536898
Kolhapur,115,50,75,7.5,1256.187805,35,51.69828169
Kolhapur,120,50,75,7.5,1431.95206,35,28.62696744
Kolhapur,125,50,75,7.5,1619.745869,35,16.9552051
Kolhapur,130,50,75,7.5,372.727317,35,43.20180972
Kolhapur,135,50,75,7.5,1522.373917,35,13.97044089
Kolhapur,140,50,75,7.5,1184.358285,35,70.19952571
Kolhapur,145,50,75,7.5,380.1360493,35,46.16776436
Kolhapur,150,50,75,7.5,1405.785518,35,53.58331862
Kolhapur,100,55,50,6,622.1076944,25,15.49121793
Kolhapur,105,55,50,6,1168.216136,25,14.83739445
Kolhapur,110,55,50,6,705.7283775,25,58.75812809
Kolhapur,115,55,50,6,388.1654785,25,98.51596504
Kolhapur,120,55,50,6,651.5559511,25,10.52880774
Kolhapur,125,55,50,6,989.8519198,25,29.28741143
Kolhapur,130,55,50,6,1089.431946,25,87.07645254
Kolhapur,135,55,50,6,467.2656547,25,8.154929213
Kolhapur,140,55,50,6,777.7615238,25,87.71268642
Kolhapur,145,55,50,6,1746.903158,25,52.90431235
Kolhapur,150,55,50,6,1838.687837,25,41.41841062
Kolhapur,100,60,55,6.5,1163.327756,30,31.65837587
Kolhapur,105,60,55,6.5,1082.650895,30,30.41459865
Kolhapur,110,60,55,6.5,1246.536424,30,31.27445566
Kolhapur,115,60,55,6.5,586.2250206,30,88.59550502
Kolhapur,120,60,55,6.5,1988.428068,30,72.65572779
Kolhapur,125,60,55,6.5,1541.490898,30,67.30257778
Kolhapur,130,60,55,6.5,629.742583,30,80.07616575
Kolhapur,135,60,55,6.5,689.8635331,30,26.45435164
Kolhapur,140,60,55,6.5,1367.142298,30,62.1862384
Kolhapur,145,60,55,6.5,781.1237525,30,46.54655766
Kolhapur,150,60,55,6.5,839.5701896,30,78.46172188
Kolhapur,100,40,60,7,1605.696806,35,31.61635494
Kolhapur,105,40,60,7,680.4686894,35,64.67468307
Kolhapur,110,40,60,7,1469.434154,35,88.33902877
Kolhapur,115,40,60,7,1882.792754,35,40.81289714
Kolhapur,120,40,60,7,423.4432826,35,7.595586649
Kolhapur,125,40,60,7,459.7115504,35,52.08903141
Kolhapur,130,40,60,7,1897.171581,35,35.25127629
Kolhapur,135,40,60,7,566.334663,35,67.55031267
Kolhapur,140,40,60,7,237.6214969,35,95.15225955
Kolhapur,145,40,60,7,1763.314249,35,49.07522348
Kolhapur,150,40,60,7,708.1451966,35,47.15283279
Kolhapur,100,45,65,7.5,737.0370831,25,65.80389522
Kolhapur,105,45,65,7.5,608.4580631,25,11.24625286
Kolhapur,110,45,65,7.5,1851.800417,25,26.0971127
Kolhapur,115,45,65,7.5,1593.953565,25,91.97895322
Kolhapur,120,45,65,7.5,1274.226421,25,67.32431872
Kolhapur,125,45,65,7.5,1015.864968,25,2.330960354
Kolhapur,130,45,65,7.5,458.3542138,25,21.25792178
Kolhapur,135,45,65,7.5,1866.776187,25,68.60088934
Kolhapur,140,45,65,7.5,1549.394475,25,76.67552105
Kolhapur,145,45,65,7.5,701.9903683,25,84.14609769
Kolhapur,150,45,65,7.5,1905.492918,25,29.92550353
Kolhapur,100,50,70,6,1883.343694,30,93.17183103
Kolhapur,105,50,70,6,1387.133889,30,55.74174246
Kolhapur,110,50,70,6,1973.006403,30,69.95736322
Kolhapur,115,50,70,6,537.0468419,30,60.07714742
Kolhapur,120,50,70,6,1516.502647,30,13.15126541
Kolhapur,125,50,70,6,473.9170045,30,96.34835128
Kolhapur,130,50,70,6,1445.044174,30,13.16468241
Kolhapur,135,50,70,6,1855.733275,30,26.23331368
Kolhapur,140,50,70,6,1164.975611,30,81.54916014
Kolhapur,145,50,70,6,1573.519948,30,62.24109919
Kolhapur,150,50,70,6,457.6191115,30,83.97676737
Kolhapur,100,55,75,6.5,1339.750227,35,52.05788265
Kolhapur,105,55,75,6.5,313.745413,35,38.3223303
Kolhapur,110,55,75,6.5,266.4161771,35,92.26270446
Kolhapur,115,55,75,6.5,1341.312649,35,4.588979434
Kolhapur,120,55,75,6.5,1231.055444,35,85.75689181
Kolhapur,125,55,75,6.5,792.6520553,35,23.85096073
Kolhapur,130,55,75,6.5,1123.273298,35,85.02489645
Kolhapur,135,55,75,6.5,1431.81227,35,14.78046473
Kolhapur,140,55,75,6.5,1360.510072,35,58.44167741
Kolhapur,145,55,75,6.5,332.5385206,35,88.92268398
Kolhapur,150,55,75,6.5,1420.614779,35,47.88042504
Kolhapur,100,60,50,7,1387.159543,25,74.91010071
Kolhapur,105,60,50,7,1405.305185,25,80.66249017
Kolhapur,110,60,50,7,1725.23587,25,73.91292666
Kolhapur,115,60,50,7,1238.064757,25,92.60764395
Kolhapur,120,60,50,7,1888.221545,25,45.23658882
Kolhapur,125,60,50,7,1964.016703,25,18.13941848
Kolhapur,130,60,50,7,1553.318897,25,5.733295307
Kolhapur,135,60,50,7,845.6271569,25,25.39952709
Kolhapur,140,60,50,7,457.5771481,25,15.17655288
Kolhapur,145,60,50,7,1676.251854,25,56.2369254
Kolhapur,150,60,50,7,463.9382047,25,19.30958838
Kolhapur,100,40,55,7.5,463.1049596,30,4.854437022
Kolhapur,105,40,55,7.5,1854.276601,30,4.562993058
Kolhapur,110,40,55,7.5,1207.770814,30,83.32538034
Kolhapur,115,40,55,7.5,727.9993519,30,59.55354321
Kolhapur,120,40,55,7.5,1933.370994,30,36.45044489
Kolhapur,125,40,55,7.5,1473.195233,30,89.52857623
Kolhapur,130,40,55,7.5,1162.720117,30,7.949464529
Kolhapur,135,40,55,7.5,793.0644586,30,98.0518852
Kolhapur,140,40,55,7.5,1417.909757,30,62.01288724
Kolhapur,145,40,55,7.5,1515.611302,30,19.16296114
Kolhapur,150,40,55,7.5,1481.798325,30,68.2278408
Kolhapur,100,45,60,6,551.6077679,35,76.57474472
Kolhapur,105,45,60,6,1455.039627,35,43.50493555
Kolhapur,110,45,60,6,1246.604376,35,86.30162802
Kolhapur,115,45,60,6,1730.137235,35,15.92250832
Kolhapur,120,45,60,6,1324.583842,35,28.60492077
Kolhapur,125,45,60,6,463.298027,35,10.2557438
Kolhapur,130,45,60,6,773.358889,35,21.87690622
Kolhapur,135,45,60,6,1538.871797,35,24.63415238
Kolhapur,140,45,60,6,1531.931207,35,91.8456859
Kolhapur,145,45,60,6,600.886621,35,8.732859186
Kolhapur,150,45,60,6,838.2679705,35,43.3140969
Kolhapur,100,50,65,6.5,227.5753548,25,53.70747004
Kolhapur,105,50,65,6.5,797.0681867,25,89.97061233
Kolhapur,110,50,65,6.5,247.4102315,25,99.77192565
Kolhapur,115,50,65,6.5,1771.167274,25,75.58542338
Kolhapur,120,50,65,6.5,1399.96504,25,97.10830807
Kolhapur,125,50,65,6.5,1944.465987,25,78.92301212
Kolhapur,130,50,65,6.5,1805.463633,25,96.35706146
Kolhapur,135,50,65,6.5,1286.255507,25,71.01980187
Kolhapur,140,50,65,6.5,1105.271594,25,8.89657912
Kolhapur,145,50,65,6.5,1790.704083,25,40.79009851
Kolhapur,150,50,65,6.5,737.1471568,25,65.0131311
Kolhapur,100,55,70,7,602.3328335,30,35.72113244
Kolhapur,105,55,70,7,938.0380127,30,28.06500789
Kolhapur,110,55,70,7,295.7561217,30,58.16252745
Kolhapur,115,55,70,7,743.5492848,30,93.41668579
Kolhapur,120,55,70,7,350.624588,30,4.463205478
Kolhapur,125,55,70,7,294.7896867,30,77.15388915
Kolhapur,130,55,70,7,1192.411668,30,72.55000053
Kolhapur,135,55,70,7,1474.697385,30,96.43138911
Kolhapur,140,55,70,7,1166.014137,30,93.14041101
Kolhapur,145,55,70,7,327.0392778,30,76.46102364
Kolhapur,150,55,70,7,910.9448314,30,52.5204677
